,date,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input,name
23060,2021-02-14,1227205,0,1137412,43491,0,0,6457,,6489,236,,46302,0.0,秘鲁
23061,2021-02-15,1235298,0,1144108,43703,0,0,8093,,6696,212,,47487,0.0,秘鲁
23062,2021-02-16,1238501,0,1149367,43880,0,0,3203,,5259,177,,45254,0.0,秘鲁
23063,2021-02-17,1244729,0,1155956,44056,0,0,6228,,6589,176,,44717,0.0,秘鲁
23064,2021-02-18,1252137,0,1156408,44308,0,0,7408,,452,252,,51421,0.0,秘鲁
23065,2021-02-19,1261804,0,1163153,44489,0,0,9667,,6745,181,,54162,0.0,秘鲁
23066,2021-02-20,1269523,0,1169648,44690,0,0,7719,,6495,201,,55185,0.0,秘鲁
23067,2021-02-21,1275899,0,1176128,44877,0,0,6376,,6480,187,,54894,0.0,秘鲁
23068,2021-02-22,1283309,0,1183238,45097,0,0,7410,,7110,220,,54974,0.0,秘鲁
23069,2021-02-23,1286757,0,1188995,45263,0,0,3448,,5757,166,,52499,0.0,秘鲁
23070,2021-02-24,1293497,0,1196515,45487,0,0,6740,,7520,224,,51495,0.0,秘鲁
23071,2021-02-25,1293497,0,1196515,45487,0,0,0,,0,0,,51495,0.0,秘鲁
23072,2021-02-26,1308722,0,1210749,45903,0,0,15225,,14234,416,,52070,0.0,秘鲁
23073,2021-02-27,1316363,0,1218409,46094,0,0,7641,,7660,191,,51860,0.0,秘鲁
23074,2021-02-28,1323863,0,1225995,46299,0,0,7500,,7586,205,,51569,0.0,秘鲁
23075,2021-03-01,1329805,0,1232528,46494,0,0,5942,,6533,195,,50783,0.0,秘鲁
23076,2021-03-02,1332939,0,1236668,46685,0,0,3134,,4140,191,,49586,0.0,秘鲁
23077,2021-03-03,1338297,0,1244029,46894,0,0,5358,,7361,209,,47374,0.0,秘鲁
23078,2021-03-04,1344969,0,1250047,47089,0,0,6672,,6018,195,,47833,0.0,秘鲁
23079,2021-03-05,1349847,0,1248642,47306,0,0,4878,,-1405,217,,53899,0.0,秘鲁
23080,2021-03-06,1358294,0,1262722,47491,0,0,8447,,14080,185,,48081,0.0,秘鲁
23081,2021-03-07,1364964,0,1269365,47681,0,0,6670,,6643,190,,47918,0.0,秘鲁
23082,2021-03-08,1371176,0,1276245,47854,0,0,6212,,6880,173,,47077,0.0,秘鲁
23083,2021-03-09,1374467,0,1282228,49973,0,0,3291,,5983,2119,,42266,0.0,秘鲁
23084,2021-03-10,1380023,0,1288067,48163,0,0,5556,,5839,-1810,,43793,0.0,秘鲁
23085,2021-03-11,1387457,0,1294623,48323,0,0,7434,,6556,160,,44511,0.0,秘鲁
23086,2021-03-12,1394571,0,1301439,48484,0,0,7114,,6816,161,,44648,0.0,秘鲁
23087,2021-03-13,1402610,0,1308175,48664,0,0,8039,,6736,180,,45771,0.0,秘鲁
23088,2021-03-14,1407963,0,1313763,48841,0,0,5353,,5588,177,,45359,0.0,秘鲁
23089,2021-03-15,1412406,0,1322685,49003,0,0,4443,,8922,162,,40718,0.0,秘鲁
23090,2021-03-16,1418974,0,1329788,49177,0,0,6568,,7103,174,,40009,0.0,秘鲁
23091,2021-03-17,1427064,0,1338478,49330,0,0,8090,,8690,153,,39256,0.0,秘鲁
23092,2021-03-18,1435598,0,1347160,49523,0,0,8534,,8682,193,,38915,0.0,秘鲁
23093,2021-03-19,1443521,0,1355792,49706,0,0,7923,,8632,183,,38023,0.0,秘鲁
23094,2021-03-20,1451645,0,1364556,49897,0,0,8124,,8764,191,,37192,0.0,秘鲁
23095,2021-03-21,1460779,0,1373178,50085,0,0,9134,,8622,188,,37516,0.0,秘鲁
23096,2021-03-22,1466326,0,1381318,50198,0,0,5547,,8140,113,,34810,0.0,秘鲁
23097,2021-03-23,1472790,0,1388554,50339,0,0,6464,,7236,141,,33897,0.0,秘鲁
23098,2021-03-24,1481259,0,1397341,50474,0,0,8469,,8787,135,,33444,0.0,秘鲁
23099,2021-03-25,1492519,0,1406304,50656,0,0,11260,,8963,182,,35559,0.0,秘鲁
23100,2021-03-26,1500465,0,1414106,50831,0,0,7946,,7802,175,,35528,0.0,秘鲁
23101,2021-03-27,1512384,0,1423259,51032,0,0,11919,,9153,201,,38093,0.0,秘鲁
23102,2021-03-28,1520973,0,1432450,51238,0,0,8589,,9191,206,,37285,0.0,秘鲁
23103,2021-03-29,1529882,0,1442405,51469,0,0,8909,,9955,231,,36008,0.0,秘鲁
23104,2021-03-30,1529882,0,1442405,51469,0,0,0,,0,0,,36008,0.0,秘鲁
23105,2021-03-31,1540077,0,1459886,51801,0,0,10195,,17481,332,,28390,0.0,秘鲁
23106,2021-04-02,1561723,0,1476782,52161,0,0,21646,,16896,360,,32780,0.0,秘鲁
23107,2020-03-03,1,0,0,0,0,0,1,0.0,0,0,0.0,1,,智利
23108,2020-03-04,3,0,0,0,0,0,2,0.0,0,0,0.0,3,0.0,智利
23109,2020-03-05,4,0,0,0,0,0,1,0.0,0,0,0.0,4,0.0,智利
23110,2020-03-07,7,0,0,0,0,0,3,0.0,0,0,0.0,7,0.0,智利
23111,2020-03-08,10,0,0,0,0,0,3,0.0,0,0,0.0,10,0.0,智利
23112,2020-03-10,13,0,0,0,0,0,3,0.0,0,0,0.0,13,0.0,智利
23113,2020-03-11,23,0,0,0,0,0,10,0.0,0,0,0.0,23,0.0,智利
23114,2020-03-12,33,0,0,0,0,0,10,0.0,0,0,0.0,33,0.0,智利
23115,2020-03-13,43,0,0,0,0,0,10,0.0,0,0,0.0,43,0.0,智利
23116,2020-03-14,61,0,0,0,0,0,18,0.0,0,0,0.0,61,0.0,智利
23117,2020-03-15,75,0,0,0,0,0,14,0.0,0,0,0.0,75,0.0,智利
23118,2020-03-16,156,0,0,0,0,0,81,0.0,0,0,0.0,156,0.0,智利
23119,2020-03-17,201,0,0,0,0,0,45,0.0,0,0,0.0,201,0.0,智利
23120,2020-03-18,238,0,0,0,0,0,37,0.0,0,0,0.0,238,0.0,智利
23121,2020-03-19,342,0,5,0,0,0,104,0.0,5,0,0.0,337,0.0,智利
23122,2020-03-20,434,0,5,0,0,0,92,0.0,0,0,0.0,429,0.0,智利
23123,2020-03-21,537,0,5,1,0,0,103,0.0,0,1,0.0,531,0.0,智利
23124,2020-03-22,632,0,5,1,0,0,95,0.0,0,0,0.0,626,0.0,智利
23125,2020-03-23,746,0,11,2,0,0,114,0.0,6,1,0.0,733,0.0,智利
23126,2020-03-24,922,0,17,2,0,0,176,0.0,6,0,0.0,903,0.0,智利
23127,2020-03-25,1142,0,17,2,0,0,220,0.0,0,0,0.0,1123,0.0,智利
23128,2020-03-26,1306,0,22,3,0,0,164,0.0,5,1,0.0,1281,0.0,智利
23129,2020-03-27,1610,0,43,5,0,0,304,0.0,21,2,0.0,1562,0.0,智利
23130,2020-03-28,1909,0,43,6,0,0,299,0.0,0,1,0.0,1860,0.0,智利
23131,2020-03-29,2139,0,75,7,0,0,230,0.0,32,1,0.0,2057,0.0,智利
23132,2020-03-30,2449,0,156,8,0,0,310,0.0,81,1,0.0,2285,0.0,智利
23133,2020-03-31,2738,0,156,12,0,0,289,0.0,0,4,0.0,2570,0.0,智利
23134,2020-04-01,3031,0,234,16,0,0,293,0.0,78,4,0.0,2781,0.0,智利
23135,2020-04-02,3404,0,335,18,0,0,373,0.0,101,2,0.0,3051,0.0,智利
23136,2020-04-03,3737,0,427,22,0,0,333,0.0,92,4,0.0,3288,0.0,智利
23137,2020-04-04,4161,0,528,27,0,0,424,0.0,101,5,0.0,3606,0.0,智利
23138,2020-04-05,4471,0,598,34,0,0,310,0.0,70,7,0.0,3839,0.0,智利
23139,2020-04-06,4815,0,598,37,0,0,344,0.0,0,3,0.0,4180,0.0,智利
23140,2020-04-07,5116,0,898,43,0,0,301,0.0,300,6,0.0,4175,0.0,智利
23141,2020-04-08,5546,0,1115,48,0,0,430,0.0,217,5,0.0,4383,0.0,智利
23142,2020-04-09,5972,0,1274,57,0,0,426,0.0,159,9,0.0,4641,0.0,智利
23143,2020-04-10,6501,0,1571,65,0,0,529,0.0,297,8,0.0,4865,0.0,智利
23144,2020-04-11,6927,0,1571,73,0,0,426,0.0,0,8,0.0,5283,0.0,智利
23145,2020-04-12,7213,0,2059,80,0,0,286,0.0,488,7,0.0,5074,0.0,智利
23146,2020-04-13,7525,0,2367,82,0,0,312,0.0,308,2,0.0,5076,0.0,智利
23147,2020-04-14,7917,0,2646,92,0,0,392,0.0,279,10,0.0,5179,0.0,智利
23148,2020-04-15,8273,0,2937,94,0,0,356,0.0,291,2,0.0,5242,0.0,智利
23149,2020-04-16,8807,0,3299,105,0,0,534,0.0,362,11,0.0,5403,0.0,智利
23150,2020-04-17,9252,0,3621,116,0,0,445,0.0,322,11,0.0,5515,0.0,智利
23151,2020-04-18,9730,0,4035,126,0,0,478,0.0,414,10,0.0,5569,0.0,智利
23152,2020-04-19,10088,0,4338,133,0,0,358,0.0,303,7,0.0,5617,0.0,智利
23153,2020-04-20,10507,0,4676,139,0,0,419,0.0,338,6,0.0,5692,0.0,智利
23154,2020-04-21,10832,0,4969,147,0,0,325,0.0,293,8,0.0,5716,0.0,智利
23155,2020-04-22,11296,0,5386,160,0,0,464,0.0,417,13,0.0,5750,0.0,智利
23156,2020-04-23,11812,0,5804,168,0,0,516,0.0,418,8,0.0,5840,0.0,智利
23157,2020-04-24,12306,0,6327,174,0,0,494,0.0,523,6,0.0,5805,0.0,智利
23158,2020-04-25,12858,0,6746,181,0,0,552,0.0,419,7,0.0,5931,0.0,智利
23159,2020-04-26,13331,0,7024,189,0,0,473,0.0,278,8,0.0,6118,0.0,智利
23160,2020-04-27,13813,0,7327,198,0,0,482,0.0,303,9,0.0,6288,0.0,智利
23161,2020-04-28,14365,0,7710,207,0,0,552,0.0,383,9,0.0,6448,0.0,智利
23162,2020-04-30,15135,0,8057,216,0,0,770,0.0,347,9,0.0,6862,0.0,智利
23163,2020-05-01,17008,0,9018,234,0,0,1873,0.0,961,18,0.0,7756,0.0,智利
23164,2020-05-02,18435,0,9572,247,0,0,1427,0.0,554,13,0.0,8616,0.0,智利
23165,2020-05-03,19633,0,10041,260,0,0,1198,0.0,469,13,0.0,9332,0.0,智利
23166,2020-05-04,20643,0,10428,270,0,0,1010,0.0,387,10,0.0,9945,0.0,智利
23167,2020-05-05,22016,0,10710,270,0,0,1373,0.0,282,0,0.0,11036,0.0,智利
23168,2020-05-06,23048,0,11189,281,0,0,1032,0.0,479,11,0.0,11578,0.0,智利
23169,2020-05-07,24581,0,11664,285,0,0,1533,0.0,475,4,0.0,12632,0.0,智利
23170,2020-05-08,25972,0,12160,294,0,0,1391,0.0,496,9,0.0,13518,0.0,智利
23171,2020-05-09,27219,0,12667,294,0,0,1247,0.0,507,0,0.0,14258,0.0,智利
23172,2020-05-10,28866,0,13112,312,0,0,1647,0.0,445,18,0.0,15442,0.0,智利
23173,2020-05-11,30063,0,13605,323,0,0,1197,0.0,493,11,0.0,16135,0.0,智利
23174,2020-05-12,31721,0,14125,335,0,0,1658,0.0,520,12,0.0,17261,0.0,智利
23175,2020-05-13,34381,0,14865,335,0,0,2660,0.0,740,0,0.0,19181,0.0,智利
23176,2020-05-14,37040,0,15655,368,0,0,2659,0.0,790,33,0.0,21017,0.0,智利
23177,2020-05-15,39542,0,16614,394,0,0,2502,0.0,959,26,0.0,22534,0.0,智利
23178,2020-05-16,41428,0,16614,421,0,0,1886,0.0,0,27,0.0,24393,0.0,智利
23179,2020-05-17,43781,0,19213,421,0,0,2353,0.0,2599,0,0.0,24147,0.0,智利
23180,2020-05-18,46059,0,20165,478,0,0,2278,0.0,952,57,0.0,25416,0.0,智利
23181,2020-05-19,49579,0,21507,509,0,0,3520,0.0,1342,31,0.0,27563,0.0,智利
23182,2020-05-20,53617,0,22504,544,0,0,4038,0.0,997,35,0.0,30569,0.0,智利
23183,2020-05-21,57581,0,23992,589,0,0,3964,0.0,1488,45,0.0,33000,0.0,智利
23184,2020-05-22,61857,0,25342,630,0,0,4276,0.0,1350,41,0.0,35885,0.0,智利
23185,2020-05-23,65393,0,26546,673,0,0,3536,0.0,1204,43,0.0,38174,0.0,智利
23186,2020-05-24,69102,0,28148,718,0,0,3709,0.0,1602,45,0.0,40236,0.0,智利
23187,2020-05-25,73997,0,29302,761,0,0,4895,0.0,1154,43,0.0,43934,0.0,智利
23188,2020-05-26,77961,0,30915,806,0,0,3964,0.0,1613,45,0.0,46240,0.0,智利
23189,2020-05-27,82289,0,33540,841,0,0,4328,0.0,2625,35,0.0,47908,0.0,智利
23190,2020-05-28,86943,0,36150,890,0,0,4654,0.0,2610,49,0.0,49903,0.0,智利
23191,2020-05-29,90638,0,38598,944,0,0,3695,0.0,2448,54,0.0,51096,0.0,智利
23192,2020-05-30,94858,0,40431,997,0,0,4220,0.0,1833,53,0.0,53430,0.0,智利
23193,2020-05-31,99688,0,42727,1054,0,0,4830,0.0,2296,57,0.0,55907,0.0,智利
23194,2020-06-01,105159,0,44946,1113,0,0,5471,0.0,2219,59,0.0,59100,0.0,智利
23195,2020-06-02,108686,0,44946,1188,0,0,3527,0.0,0,75,0.0,62552,0.0,智利
23196,2020-06-03,113628,0,44946,1275,0,0,4942,0.0,0,87,0.0,67407,0.0,智利
23197,2020-06-04,118292,0,90748,1356,0,0,4664,0.0,45802,81,0.0,26188,0.0,智利
23198,2020-06-05,122499,0,95631,1448,0,0,4207,0.0,4883,92,0.0,25420,0.0,智利
23199,2020-06-06,127745,0,95631,1541,0,0,5246,0.0,0,93,0.0,30573,0.0,智利
23200,2020-06-07,134150,0,95631,1637,0,0,6405,0.0,0,96,0.0,36882,0.0,智利
23201,2020-06-08,138846,0,95631,2264,0,0,4696,0.0,0,627,0.0,40951,0.0,智利
23202,2020-06-09,142759,0,95631,2283,0,0,3913,0.0,0,19,0.0,44845,0.0,智利
23203,2020-06-10,148496,0,95631,2475,0,0,5737,0.0,0,192,0.0,50390,0.0,智利
23204,2020-06-11,154092,0,121780,2475,0,0,5596,0.0,26149,0,0.0,29837,0.0,智利
23205,2020-06-12,160846,0,126444,2870,0,0,6754,0.0,4664,395,0.0,31532,0.0,智利
23206,2020-06-13,167355,0,131358,3101,0,0,6509,0.0,4914,231,0.0,32896,0.0,智利
23207,2020-06-14,174293,0,137296,3323,0,0,6938,0.0,5938,222,0.0,33674,0.0,智利
23208,2020-06-15,174293,0,143704,3323,0,0,0,,6408,0,,27266,0.0,智利
23209,2020-06-16,179436,0,148792,3362,0,0,5143,,5088,39,,27282,0.0,智利
23210,2020-06-17,184449,0,156232,3383,0,0,5013,,7440,21,,24834,0.0,智利
23211,2020-06-18,220628,0,181931,3615,0,0,36179,,25699,232,,35082,0.0,智利
23212,2020-06-19,225103,0,186441,3841,0,0,4475,,4510,226,,34821,0.0,智利
23213,2020-06-20,231393,0,191491,4093,0,0,6290,,5050,252,,35809,0.0,智利
23214,2020-06-21,236748,0,196609,4295,0,0,5355,,5118,202,,35844,0.0,智利
23215,2020-06-22,242355,0,200569,4479,0,0,5607,,3960,184,,37307,0.0,智利
23216,2020-06-23,246963,0,205397,4502,0,0,4608,,4828,23,,37064,0.0,智利
23217,2020-06-24,250767,0,210570,4505,0,0,3804,,5173,3,,35692,0.0,智利
23218,2020-06-25,254416,0,215093,4731,0,0,3649,,4523,226,,34592,0.0,智利
23219,2020-06-26,259064,0,219327,4903,0,0,4648,,4234,172,,34834,0.0,智利
23220,2020-06-27,263360,0,223431,5068,0,0,4296,,4104,165,,34861,0.0,智利
23221,2020-06-28,267766,0,228055,5347,0,0,4406,,4624,279,,34364,0.0,智利
23222,2020-06-29,271982,0,232210,5509,0,0,4216,,4155,162,,34263,0.0,智利
23223,2020-06-30,275999,0,236154,5575,0,0,4017,,3944,66,,34270,0.0,智利
23224,2020-07-01,279393,0,241229,5688,0,0,3394,,5075,113,,32476,0.0,智利
23225,2020-07-02,282043,0,245443,5753,0,0,2650,,4214,65,,30847,0.0,智利
23226,2020-07-03,284541,0,249247,5920,0,0,2498,,3804,167,,29374,0.0,智利
23227,2020-07-06,298557,0,264378,6384,0,0,14016,,15131,464,,27795,0.0,智利
23228,2020-07-07,298557,0,264378,6384,0,0,0,,0,0,,27795,0.0,智利
23229,2020-07-08,301019,0,268251,6434,0,0,2462,,3873,50,,26334,0.0,智利
23230,2020-07-09,303083,0,271741,6573,0,0,2064,,3490,139,,24769,0.0,智利
23231,2020-07-10,306216,0,274922,6682,0,0,3133,,3181,109,,24612,0.0,智利
23232,2020-07-11,309274,0,278053,6781,0,0,3058,,3131,99,,24440,0.0,智利
23233,2020-07-12,312029,0,281114,6881,0,0,2755,,3061,100,,24034,0.0,智利
23234,2020-07-13,315041,0,283902,6979,0,0,3012,,2788,98,,24160,0.0,智利
23235,2020-07-14,317657,0,286556,7024,0,0,2616,,2654,45,,24077,0.0,智利
23236,2020-07-15,319493,0,289220,7069,0,0,1836,,2664,45,,23204,0.0,智利
23237,2020-07-16,321205,0,292085,7186,0,0,1712,,2865,117,,21934,0.0,智利
23238,2020-07-17,323698,0,295301,7290,0,0,2493,,3216,104,,21107,0.0,智利
23239,2020-07-18,326439,0,296814,8347,0,0,2741,,1513,1057,,21278,0.0,智利
23240,2020-07-19,328846,0,299449,8445,0,0,2407,,2635,98,,20952,0.0,智利
23241,2020-07-20,330930,0,301794,8503,0,0,2084,,2345,58,,20633,0.0,智利
23242,2020-07-21,330930,0,301794,8503,0,0,0,,0,0,,20633,0.0,智利
23243,2020-07-22,334683,0,306816,8677,0,0,3753,,5022,174,,19190,0.0,智利
23244,2020-07-23,334683,0,306816,8677,0,0,0,,0,0,,19190,0.0,智利
23245,2020-07-24,338759,0,311431,8838,0,0,4076,,4615,161,,18490,0.0,智利
23246,2020-07-25,341304,0,313696,8914,0,0,2545,,2265,76,,18694,0.0,智利
23247,2020-07-26,343592,0,316169,9020,0,0,2288,,2473,106,,18403,0.0,智利
23248,2020-07-27,345790,0,318095,9112,0,0,2198,,1926,92,,18583,0.0,智利
23249,2020-07-28,347923,0,319954,9187,0,0,2133,,1859,75,,18782,0.0,智利
23250,2020-07-29,349800,0,322332,9240,0,0,1877,,2378,53,,18228,0.0,智利
23251,2020-07-30,351575,0,324557,9278,0,0,1775,,2225,38,,17740,0.0,智利
23252,2020-07-31,353536,0,326628,9377,0,0,1961,,2071,99,,17531,0.0,智利
23253,2020-08-01,357658,0,330507,9533,0,0,4122,,3879,156,,17618,0.0,智利
23254,2020-08-02,357658,0,330507,9533,0,0,0,,0,0,,17618,0.0,智利
23255,2020-08-03,359731,0,332411,9608,0,0,2073,,1904,75,,17712,0.0,智利
23256,2020-08-04,361493,0,333976,9707,0,0,1762,,1565,99,,17810,0.0,智利
23257,2020-08-05,362962,0,336330,9745,0,0,1469,,2354,38,,16887,0.0,智利
23258,2020-08-06,364723,0,338291,9792,0,0,1761,,1961,47,,16640,0.0,智利
23259,2020-08-07,366671,0,340168,9889,0,0,1948,,1877,97,,16614,0.0,智利
23260,2020-08-08,368825,0,342168,9958,0,0,2154,,2000,69,,16699,0.0,智利
23261,2020-08-09,371023,0,344133,10011,0,0,2198,,1965,53,,16879,0.0,智利
23262,2020-08-10,373056,0,345826,10077,0,0,2033,,1693,66,,17153,0.0,智利
23263,2020-08-11,375044,0,347342,10139,0,0,1988,,1516,62,,17563,0.0,智利
23264,2020-08-12,376616,0,349541,10178,0,0,1572,,2199,39,,16897,0.0,智利
23265,2020-08-13,378168,0,351419,10205,0,0,1552,,1878,27,,16544,0.0,智利
23266,2020-08-14,380034,0,353131,10299,0,0,1866,,1712,94,,16604,0.0,智利
23267,2020-08-15,382111,0,355037,10340,0,0,2077,,1906,41,,16734,0.0,智利
23268,2020-08-16,383902,0,356951,10395,0,0,1791,,1914,55,,16556,0.0,智利
23269,2020-08-17,387502,0,360385,10513,0,0,3600,,3434,118,,16604,0.0,智利
23270,2020-08-18,387502,0,360385,10513,0,0,0,,0,0,,16604,0.0,智利
23271,2020-08-19,388855,0,362440,10546,0,0,1353,,2055,33,,15869,0.0,智利
23272,2020-08-20,391849,0,366063,10671,0,0,2994,,3623,125,,15115,0.0,智利
23273,2020-08-21,391849,0,366063,10671,0,0,0,,0,0,,15115,0.0,智利
23274,2020-08-22,395708,0,369730,10792,0,0,3859,,3667,121,,15186,0.0,智利
23275,2020-08-23,397665,0,371179,10852,0,0,1957,,1449,60,,15634,0.0,智利
23276,2020-08-24,397665,0,371179,10852,0,0,0,,0,0,,15634,0.0,智利
23277,2020-08-25,399568,0,372464,10916,0,0,1903,,1285,64,,16188,0.0,智利
23278,2020-08-26,400985,0,374463,10958,0,0,1417,,1999,42,,15564,0.0,智利
23279,2020-08-27,404102,0,377922,11072,0,0,3117,,3459,114,,15108,0.0,智利
23280,2020-08-28,404102,0,377922,11072,0,0,0,,0,0,,15108,0.0,智利
23281,2020-08-29,408009,0,381183,11181,0,0,3907,,3261,109,,15645,0.0,智利
23282,2020-08-30,409974,0,382584,11244,0,0,1965,,1401,63,,16146,0.0,智利
23283,2020-08-31,409974,0,382584,11244,0,0,0,,0,0,,16146,0.0,智利
23284,2020-09-01,411726,0,383879,11289,0,0,1752,,1295,45,,16558,0.0,智利
23285,2020-09-02,413145,0,385790,11321,0,0,1419,,1911,32,,16034,0.0,智利
23286,2020-09-03,414739,0,387683,11344,0,0,1594,,1893,23,,15712,0.0,智利
23287,2020-09-04,416501,0,389409,11422,0,0,1762,,1726,78,,15670,0.0,智利
23288,2020-09-05,418469,0,391248,11494,0,0,1968,,1839,72,,15727,0.0,智利
23289,2020-09-06,422510,0,394399,11592,0,0,4041,,3151,98,,16519,0.0,智利
23290,2020-09-07,424274,0,395717,11652,0,0,1764,,1318,60,,16905,0.0,智利
23291,2020-09-08,425541,0,397730,11682,0,0,1267,,2013,30,,16129,0.0,智利
23292,2020-09-09,427027,0,399555,11702,0,0,1486,,1825,20,,15770,0.0,智利
23293,2020-09-10,428669,0,401356,11781,0,0,1642,,1801,79,,15532,0.0,智利
23294,2020-09-11,430535,0,403064,11850,0,0,1866,,1708,69,,15621,0.0,智利
23295,2020-09-12,432666,0,404919,11895,0,0,2131,,1855,45,,15852,0.0,智利
23296,2020-09-13,434748,0,406326,11949,0,0,2082,,1407,54,,16473,0.0,智利
23297,2020-09-14,434748,0,406326,11949,0,0,0,,0,0,,16473,0.0,智利
23298,2020-09-15,437983,0,409944,12040,0,0,3235,,3618,91,,15999,0.0,智利
23299,2020-09-16,439287,0,411853,12058,0,0,1304,,1909,18,,15376,0.0,智利
23300,2020-09-17,441150,0,413928,12142,0,0,1863,,2075,84,,15080,0.0,智利
23301,2020-09-18,442827,0,415981,12199,0,0,1677,,2053,57,,14647,0.0,智利
23302,2020-09-19,444674,0,418101,12254,0,0,1847,,2120,55,,14319,0.0,智利
23303,2020-09-20,446274,0,419746,12286,0,0,1600,,1645,32,,14242,0.0,智利
23304,2020-09-21,446274,0,419746,12286,0,0,0,,0,0,,14242,0.0,智利
23305,2020-09-22,448523,0,423176,12321,0,0,2249,,3430,35,,13026,0.0,智利
23306,2020-09-23,448523,0,423176,12321,0,0,0,,0,0,,13026,0.0,智利
23307,2020-09-24,451634,0,426876,12469,0,0,3111,,3700,148,,12289,0.0,智利
23308,2020-09-25,451634,0,426876,12469,0,0,0,,0,0,,12289,0.0,智利
23309,2020-09-26,455979,0,430259,12591,0,0,4345,,3383,122,,13129,0.0,智利
23310,2020-09-27,457901,0,431704,12641,0,0,1922,,1445,50,,13556,0.0,智利
23311,2020-09-28,457901,0,431704,12641,0,0,0,,0,0,,13556,0.0,智利
23312,2020-09-29,461300,0,434794,12725,0,0,3399,,3090,84,,13781,0.0,智利
23313,2020-09-30,462991,0,436589,12741,0,0,1691,,1795,16,,13661,0.0,智利
23314,2020-10-01,462991,0,436589,12741,0,0,0,,0,0,,13661,0.0,智利
23315,2020-10-02,466590,0,439607,12867,0,0,3599,,3018,126,,14116,0.0,智利
23316,2020-10-03,468471,0,440881,12919,0,0,1881,,1274,52,,14671,0.0,智利
23317,2020-10-04,468471,0,440881,12919,0,0,0,,0,0,,14671,0.0,智利
23318,2020-10-05,470179,0,442070,12979,0,0,1708,,1189,60,,15130,0.0,智利
23319,2020-10-06,473306,0,445418,13070,0,0,3127,,3348,91,,14818,0.0,智利
23320,2020-10-07,473306,0,445418,13070,0,0,0,,0,0,,14818,0.0,智利
23321,2020-10-08,474440,0,447053,13090,0,0,1134,,1635,20,,14297,0.0,智利
23322,2020-10-09,476016,0,448710,13167,0,0,1576,,1657,77,,14139,0.0,智利
23323,2020-10-10,479595,0,452054,13272,0,0,3579,,3344,105,,14269,0.0,智利
23324,2020-10-11,479595,0,452054,13272,0,0,0,,0,0,,14269,0.0,智利
23325,2020-10-12,482832,0,454434,13376,0,0,3237,,2380,104,,15022,0.0,智利
23326,2020-10-13,484280,0,456499,13396,0,0,1448,,2065,20,,14385,0.0,智利
23327,2020-10-14,485372,0,458073,13415,0,0,1092,,1574,19,,13884,0.0,智利
23328,2020-10-15,485372,0,458073,13415,0,0,0,,0,0,,13884,0.0,智利
23329,2020-10-16,488190,0,461097,13529,0,0,2818,,3024,114,,13564,0.0,智利
23330,2020-10-17,490003,0,462712,13588,0,0,1813,,1615,59,,13703,0.0,智利
23331,2020-10-18,491760,0,463943,13635,0,0,1757,,1231,47,,14182,0.0,智利
23332,2020-10-19,491760,0,463943,13635,0,0,0,,0,0,,14182,0.0,智利
23333,2020-10-20,494478,0,466643,13702,0,0,2718,,2700,67,,14133,0.0,智利
23334,2020-10-21,495637,0,467269,13719,0,0,1159,,626,17,,14649,0.0,智利
23335,2020-10-22,497131,0,469765,13792,0,0,1494,,2496,73,,13574,0.0,智利
23336,2020-10-23,498906,0,471166,13844,0,0,1775,,1401,52,,13896,0.0,智利
23337,2020-10-24,500542,0,476576,13892,0,0,1636,,5410,48,,10074,0.0,智利
23338,2020-10-25,502063,0,478252,13944,0,0,1521,,1676,52,,9867,0.0,智利
23339,2020-10-26,503598,0,479877,14003,0,0,1535,,1625,59,,9718,0.0,智利
23340,2020-10-27,504525,0,481379,14026,0,0,927,,1502,23,,9120,0.0,智利
23341,2020-10-28,505530,0,482906,14032,0,0,1005,,1527,6,,8592,0.0,智利
23342,2020-10-29,505530,0,482906,14032,0,0,0,,0,0,,8592,0.0,智利
23343,2020-10-30,508571,0,485152,14158,0,0,3041,,2246,126,,9261,0.0,智利
23344,2020-10-31,510256,0,486642,14207,0,0,1685,,1490,49,,9407,0.0,智利
23345,2020-11-01,511864,0,488166,14247,0,0,1608,,1524,40,,9451,0.0,智利
23346,2020-11-02,513140,0,489525,14302,0,0,1276,,1359,55,,9313,0.0,智利
23347,2020-11-03,514202,0,490820,14319,0,0,1062,,1295,17,,9063,0.0,智利
23348,2020-11-04,515042,0,492149,14340,0,0,840,,1329,21,,8553,0.0,智利
23349,2020-11-05,516582,0,493250,14404,0,0,1540,,1101,64,,8928,0.0,智利
23350,2020-11-06,518390,0,494303,14450,0,0,1808,,1053,46,,9637,0.0,智利
23351,2020-11-07,519977,0,495852,14499,0,0,1587,,1549,49,,9626,0.0,智利
23352,2020-11-08,521558,0,497411,14543,0,0,1581,,1559,44,,9604,0.0,智利
23353,2020-11-09,521558,0,497411,14543,0,0,0,,0,0,,9604,0.0,智利
23354,2020-11-10,522879,0,498904,14588,0,0,1321,,1493,45,,9387,0.0,智利
23355,2020-11-11,523907,0,500142,14611,0,0,1028,,1238,23,,9154,0.0,智利
23356,2020-11-12,524804,0,501426,14633,0,0,897,,1284,22,,8745,0.0,智利
23357,2020-11-13,528030,0,503540,14738,0,0,3226,,2114,105,,9752,0.0,智利
