,date,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input,name
306,2021-01-20,184483,0,132983,5844,0,0,2598,,1964,94,,45656,0.0,突尼斯
307,2021-01-21,188373,0,135543,5921,0,0,3890,,2560,77,,46909,0.0,突尼斯
308,2021-01-22,190884,0,137460,5989,0,0,2511,,1917,68,,47435,0.0,突尼斯
309,2021-01-23,193273,0,140180,6092,0,0,2389,,2720,103,,47001,0.0,突尼斯
310,2021-01-24,195314,0,141862,6154,0,0,2041,,1682,62,,47298,0.0,突尼斯
311,2021-01-25,197373,0,144657,6234,0,0,2059,,2795,80,,46482,0.0,突尼斯
312,2021-01-26,198636,0,146740,6287,0,0,1263,,2083,53,,45609,0.0,突尼斯
313,2021-01-27,200662,0,148995,6370,0,0,2026,,2255,83,,45297,0.0,突尼斯
314,2021-01-28,202323,0,151214,6446,0,0,1661,,2219,76,,44663,0.0,突尼斯
315,2021-01-29,204351,0,152436,6508,0,0,2028,,1222,62,,45407,0.0,突尼斯
316,2021-01-30,206030,0,154455,6599,0,0,1679,,2019,91,,44976,0.0,突尼斯
317,2021-01-31,207468,0,156160,6680,0,0,1438,,1705,81,,44628,0.0,突尼斯
318,2021-02-01,208885,0,157446,6754,0,0,1417,,1286,74,,44685,0.0,突尼斯
319,2021-02-02,210045,0,162223,6802,0,0,1160,,4777,48,,41020,0.0,突尼斯
320,2021-02-03,211412,0,165067,6893,0,0,1367,,2844,91,,39452,0.0,突尼斯
321,2021-02-04,212679,0,167699,6980,0,0,1267,,2632,87,,38000,0.0,突尼斯
322,2021-02-05,213949,0,169300,7048,0,0,1270,,1601,68,,37601,0.0,突尼斯
323,2021-02-06,215112,0,171143,7099,0,0,1163,,1843,51,,36870,0.0,突尼斯
324,2021-02-07,216176,0,172885,7162,0,0,1064,,1742,63,,36129,0.0,突尼斯
325,2021-02-08,217086,0,173862,7214,0,0,910,,977,52,,36010,0.0,突尼斯
326,2021-02-09,217753,0,175340,7257,0,0,667,,1478,43,,35156,0.0,突尼斯
327,2021-02-10,218564,0,176859,7332,0,0,811,,1519,75,,34373,0.0,突尼斯
328,2021-02-11,219650,0,180381,7378,0,0,1086,,3522,46,,31891,0.0,突尼斯
329,2021-02-12,220478,0,180830,7429,0,0,828,,449,51,,32219,0.0,突尼斯
330,2021-02-13,221455,0,181198,7461,0,0,977,,368,32,,32796,0.0,突尼斯
331,2021-02-14,222504,0,181627,7508,0,0,1049,,429,47,,33369,0.0,突尼斯
332,2021-02-15,223244,0,182421,7544,0,0,740,,794,36,,33279,0.0,突尼斯
333,2021-02-16,223549,0,183530,7575,0,0,305,,1109,31,,32444,0.0,突尼斯
334,2021-02-17,224329,0,184499,7617,0,0,780,,969,42,,32213,0.0,突尼斯
335,2021-02-18,225116,0,185421,7651,0,0,787,,922,34,,32044,0.0,突尼斯
336,2021-02-19,226015,0,186173,7684,0,0,899,,752,33,,32158,0.0,突尼斯
337,2021-02-20,226740,0,187753,7719,0,0,725,,1580,35,,31268,0.0,突尼斯
338,2021-02-21,227643,0,188317,7755,0,0,903,,564,36,,31571,0.0,突尼斯
339,2021-02-22,228362,0,188607,7793,0,0,719,,290,38,,31962,0.0,突尼斯
340,2021-02-23,228937,0,189358,7811,0,0,575,,751,18,,31768,0.0,突尼斯
341,2021-02-24,229781,0,190155,7843,0,0,844,,797,32,,31783,0.0,突尼斯
342,2021-02-25,230443,0,192282,7869,0,0,662,,2127,26,,30292,0.0,突尼斯
343,2021-02-26,231298,0,195739,7911,0,0,855,,3457,42,,27648,0.0,突尼斯
344,2021-02-27,231964,0,196945,7942,0,0,666,,1206,31,,27077,0.0,突尼斯
345,2021-02-28,232615,0,197619,7974,0,0,651,,674,32,,27022,0.0,突尼斯
346,2021-03-01,233277,0,198006,8001,0,0,662,,387,27,,27270,0.0,突尼斯
347,2021-03-02,233669,0,198778,8022,0,0,392,,772,21,,26869,0.0,突尼斯
348,2021-03-03,234231,0,199476,8047,0,0,562,,698,25,,26708,0.0,突尼斯
349,2021-03-04,235008,0,200229,8074,0,0,777,,753,27,,26705,0.0,突尼斯
350,2021-03-05,235643,0,200984,8106,0,0,635,,755,32,,26553,0.0,突尼斯
351,2021-03-06,236356,0,201500,8130,0,0,713,,516,24,,26726,0.0,突尼斯
352,2021-03-07,237028,0,202123,8167,0,0,672,,623,37,,26738,0.0,突尼斯
353,2021-03-08,237704,0,202399,8201,0,0,676,,276,34,,27104,0.0,突尼斯
354,2021-03-09,238017,0,202994,8225,0,0,313,,595,24,,26798,0.0,突尼斯
355,2021-03-10,238613,0,205176,8268,0,0,596,,2182,43,,25169,0.0,突尼斯
356,2021-03-11,239368,0,205719,8292,0,0,755,,543,24,,25357,0.0,突尼斯
357,2021-03-12,239977,0,206293,8313,0,0,609,,574,21,,25371,0.0,突尼斯
358,2021-03-13,240617,0,206863,8329,0,0,640,,570,16,,25425,0.0,突尼斯
359,2021-03-14,241257,0,207364,8359,0,0,640,,501,30,,25534,0.0,突尼斯
360,2021-03-15,241834,0,207686,8389,0,0,577,,322,30,,25759,0.0,突尼斯
361,2021-03-16,242124,0,209166,8404,0,0,290,,1480,15,,24554,0.0,突尼斯
362,2021-03-17,242673,0,209755,8429,0,0,549,,589,25,,24489,0.0,突尼斯
363,2021-03-18,243439,0,210375,8463,0,0,766,,620,34,,24601,0.0,突尼斯
364,2021-03-19,243935,0,210983,8490,0,0,496,,608,27,,24462,0.0,突尼斯
365,2021-03-20,244776,0,211561,8506,0,0,841,,578,16,,24709,0.0,突尼斯
366,2021-03-21,245405,0,212056,8526,0,0,629,,495,20,,24823,0.0,突尼斯
367,2021-03-22,245706,0,212304,8546,0,0,301,,248,20,,24856,0.0,突尼斯
368,2021-03-23,245923,0,213106,8569,0,0,217,,802,23,,24248,0.0,突尼斯
369,2021-03-24,246507,0,213505,8610,0,0,584,,399,41,,24392,0.0,突尼斯
370,2021-03-25,247254,0,213969,8637,0,0,747,,464,27,,24648,0.0,突尼斯
371,2021-03-26,248037,0,214407,8663,0,0,783,,438,26,,24967,0.0,突尼斯
372,2021-03-27,248782,0,214916,8684,0,0,745,,509,21,,25182,0.0,突尼斯
373,2021-03-28,249703,0,215195,8705,0,0,921,,279,21,,25803,0.0,突尼斯
374,2021-03-29,250565,0,215365,8735,0,0,862,,170,30,,26465,0.0,突尼斯
375,2021-03-30,250565,0,215365,8735,0,0,0,,0,0,,26465,0.0,突尼斯
376,2021-03-31,252171,0,216712,8788,0,0,1606,,1347,53,,26671,0.0,突尼斯
377,2021-04-02,255308,0,217928,8843,0,0,3137,,1216,55,,28537,0.0,突尼斯
378,2020-03-09,2,0,0,0,0,0,2,0.0,0,0,0.0,2,,塞尔维亚
379,2020-03-10,5,0,0,0,0,0,3,0.0,0,0,0.0,5,0.0,塞尔维亚
380,2020-03-11,12,0,0,0,0,0,7,0.0,0,0,0.0,12,0.0,塞尔维亚
381,2020-03-12,24,0,0,0,0,0,12,0.0,0,0,0.0,24,0.0,塞尔维亚
382,2020-03-13,35,0,0,0,0,0,11,0.0,0,0,0.0,35,0.0,塞尔维亚
383,2020-03-14,46,0,0,0,0,0,11,0.0,0,0,0.0,46,0.0,塞尔维亚
384,2020-03-15,48,0,0,0,0,0,2,0.0,0,0,0.0,48,0.0,塞尔维亚
385,2020-03-16,65,0,0,0,0,0,17,0.0,0,0,0.0,65,0.0,塞尔维亚
386,2020-03-17,83,0,0,0,0,0,18,0.0,0,0,0.0,83,0.0,塞尔维亚
387,2020-03-18,89,0,0,0,0,0,6,0.0,0,0,0.0,89,0.0,塞尔维亚
388,2020-03-19,103,0,0,0,0,0,14,0.0,0,0,0.0,103,0.0,塞尔维亚
389,2020-03-20,118,0,0,1,0,0,15,0.0,0,1,0.0,117,0.0,塞尔维亚
390,2020-03-21,171,0,0,1,0,0,53,0.0,0,0,0.0,170,0.0,塞尔维亚
391,2020-03-22,222,0,0,2,0,0,51,0.0,0,1,0.0,220,0.0,塞尔维亚
392,2020-03-23,249,0,0,3,0,0,27,0.0,0,1,0.0,246,0.0,塞尔维亚
393,2020-03-24,303,0,0,3,0,0,54,0.0,0,0,0.0,300,0.0,塞尔维亚
394,2020-03-25,384,0,0,4,0,0,81,0.0,0,1,0.0,380,0.0,塞尔维亚
395,2020-03-26,457,0,0,4,0,0,73,0.0,0,0,0.0,453,0.0,塞尔维亚
396,2020-03-28,659,0,0,4,0,0,202,0.0,0,0,0.0,655,0.0,塞尔维亚
397,2020-03-29,741,0,0,13,0,0,82,0.0,0,9,0.0,728,0.0,塞尔维亚
398,2020-03-30,785,0,0,16,0,0,44,0.0,0,3,0.0,769,0.0,塞尔维亚
399,2020-03-31,900,0,0,23,0,0,115,0.0,0,7,0.0,877,0.0,塞尔维亚
400,2020-04-01,1060,0,0,24,0,0,160,0.0,0,1,0.0,1036,0.0,塞尔维亚
401,2020-04-02,1171,0,0,31,0,0,111,0.0,0,7,0.0,1140,0.0,塞尔维亚
402,2020-04-03,1476,0,0,44,0,0,305,0.0,0,13,0.0,1432,0.0,塞尔维亚
403,2020-04-04,1624,0,0,44,0,0,148,0.0,0,0,0.0,1580,0.0,塞尔维亚
404,2020-04-05,1908,0,0,51,0,0,284,0.0,0,7,0.0,1857,0.0,塞尔维亚
405,2020-04-06,2200,0,0,58,0,0,292,0.0,0,7,0.0,2142,0.0,塞尔维亚
406,2020-04-07,2447,0,0,61,0,0,247,0.0,0,3,0.0,2386,0.0,塞尔维亚
407,2020-04-08,2666,0,0,65,0,0,219,0.0,0,4,0.0,2601,0.0,塞尔维亚
408,2020-04-09,2867,0,118,66,0,0,201,0.0,118,1,0.0,2683,0.0,塞尔维亚
409,2020-04-10,3105,0,118,71,0,0,238,0.0,0,5,0.0,2916,0.0,塞尔维亚
410,2020-04-11,3380,0,118,74,0,0,275,0.0,0,3,0.0,3188,0.0,塞尔维亚
411,2020-04-12,4054,0,400,85,0,0,674,0.0,282,11,0.0,3569,0.0,塞尔维亚
412,2020-04-14,4465,0,400,94,0,0,411,0.0,0,9,0.0,3971,0.0,塞尔维亚
413,2020-04-15,4873,0,400,99,0,0,408,0.0,0,5,0.0,4374,0.0,塞尔维亚
414,2020-04-16,5318,0,443,103,0,0,445,0.0,43,4,0.0,4772,0.0,塞尔维亚
415,2020-04-17,5690,0,534,110,0,0,372,0.0,91,7,0.0,5046,0.0,塞尔维亚
416,2020-04-18,5994,0,637,117,0,0,304,0.0,103,7,0.0,5240,0.0,塞尔维亚
417,2020-04-19,6318,0,753,122,0,0,324,0.0,116,5,0.0,5443,0.0,塞尔维亚
418,2020-04-20,6630,0,870,125,0,0,312,0.0,117,3,0.0,5635,0.0,塞尔维亚
419,2020-04-21,6890,0,977,130,0,0,260,0.0,107,5,0.0,5783,0.0,塞尔维亚
420,2020-04-22,7114,0,1025,134,0,0,224,0.0,48,4,0.0,5955,0.0,塞尔维亚
421,2020-04-23,7276,0,1063,139,0,0,162,0.0,38,5,0.0,6074,0.0,塞尔维亚
422,2020-04-24,7483,0,1094,144,0,0,207,0.0,31,5,0.0,6245,0.0,塞尔维亚
423,2020-04-25,7779,0,1152,151,0,0,296,0.0,58,7,0.0,6476,0.0,塞尔维亚
424,2020-04-26,8042,0,1182,156,0,0,263,0.0,30,5,0.0,6704,0.0,塞尔维亚
425,2020-04-27,8275,0,1209,162,0,0,233,0.0,27,6,0.0,6904,0.0,塞尔维亚
426,2020-04-28,8497,0,1260,168,0,0,222,0.0,51,6,0.0,7069,0.0,塞尔维亚
427,2020-04-29,8724,0,1292,173,0,0,227,0.0,32,5,0.0,7259,0.0,塞尔维亚
428,2020-04-30,9009,0,1343,179,0,0,285,0.0,51,6,0.0,7487,0.0,塞尔维亚
429,2020-05-01,9205,0,1397,185,0,0,196,0.0,54,6,0.0,7623,0.0,塞尔维亚
430,2020-05-02,9362,0,1426,189,0,0,157,0.0,29,4,0.0,7747,0.0,塞尔维亚
431,2020-05-03,9464,0,1551,193,0,0,102,0.0,125,4,0.0,7720,0.0,塞尔维亚
432,2020-05-04,9557,0,1574,197,0,0,93,0.0,23,4,0.0,7786,0.0,塞尔维亚
433,2020-05-05,9677,0,1723,200,0,0,120,0.0,149,3,0.0,7754,0.0,塞尔维亚
434,2020-05-06,9791,0,1971,203,0,0,114,0.0,248,3,0.0,7617,0.0,塞尔维亚
435,2020-05-07,9848,0,2160,206,0,0,57,0.0,189,3,0.0,7482,0.0,塞尔维亚
436,2020-05-08,9943,0,2453,209,0,0,95,0.0,293,3,0.0,7281,0.0,塞尔维亚
437,2020-05-09,10032,0,2732,213,0,0,89,0.0,279,4,0.0,7087,0.0,塞尔维亚
438,2020-05-10,10114,0,3006,215,0,0,82,0.0,274,2,0.0,6893,0.0,塞尔维亚
439,2020-05-11,10176,0,3290,218,0,0,62,0.0,284,3,0.0,6668,0.0,塞尔维亚
440,2020-05-12,10243,0,3600,220,0,0,67,0.0,310,2,0.0,6423,0.0,塞尔维亚
441,2020-05-13,10295,0,3824,222,0,0,52,0.0,224,2,0.0,6249,0.0,塞尔维亚
442,2020-05-14,10374,0,4084,224,0,0,79,0.0,260,2,0.0,6066,0.0,塞尔维亚
443,2020-05-15,10438,0,4301,225,0,0,64,0.0,217,1,0.0,5912,0.0,塞尔维亚
444,2020-05-16,10496,0,4479,228,0,0,58,0.0,178,3,0.0,5789,0.0,塞尔维亚
445,2020-05-17,10610,0,4713,230,0,0,114,0.0,234,2,0.0,5667,0.0,塞尔维亚
446,2020-05-18,10699,0,4799,231,0,0,89,0.0,86,1,0.0,5669,0.0,塞尔维亚
447,2020-05-19,10733,0,4904,234,0,0,34,0.0,105,3,0.0,5595,0.0,塞尔维亚
448,2020-05-20,10833,0,5067,235,0,0,100,0.0,163,1,0.0,5531,0.0,塞尔维亚
449,2020-05-21,10919,0,5370,237,0,0,86,0.0,303,2,0.0,5312,0.0,塞尔维亚
450,2020-05-22,11024,0,5541,237,0,0,105,0.0,171,0,0.0,5246,0.0,塞尔维亚
451,2020-05-23,11092,0,5699,238,0,0,68,0.0,158,1,0.0,5155,0.0,塞尔维亚
452,2020-05-24,11159,0,5857,238,0,0,67,0.0,158,0,0.0,5064,0.0,塞尔维亚
453,2020-05-25,11193,0,5920,239,0,0,34,0.0,63,1,0.0,5034,0.0,塞尔维亚
454,2020-05-26,11227,0,6067,239,0,0,34,0.0,147,0,0.0,4921,0.0,塞尔维亚
455,2020-05-27,11275,0,6277,240,0,0,48,0.0,210,1,0.0,4758,0.0,塞尔维亚
456,2020-05-28,11300,0,6438,241,0,0,25,0.0,161,1,0.0,4621,0.0,塞尔维亚
457,2020-05-29,11354,0,6524,242,0,0,54,0.0,86,1,0.0,4588,0.0,塞尔维亚
458,2020-05-30,11381,0,6606,242,0,0,27,0.0,82,0,0.0,4533,0.0,塞尔维亚
459,2020-05-31,11412,0,6698,243,0,0,31,0.0,92,1,0.0,4471,0.0,塞尔维亚
460,2020-06-01,11430,0,6726,244,0,0,18,0.0,28,1,0.0,4460,0.0,塞尔维亚
461,2020-06-02,11454,0,6766,245,0,0,24,0.0,40,1,0.0,4443,0.0,塞尔维亚
462,2020-06-03,11523,0,6852,245,0,0,69,0.0,86,0,0.0,4426,0.0,塞尔维亚
463,2020-06-04,11571,0,6910,246,0,0,48,0.0,58,1,0.0,4415,0.0,塞尔维亚
464,2020-06-05,11667,0,6931,247,0,0,96,0.0,21,1,0.0,4489,0.0,塞尔维亚
465,2020-06-06,11741,0,11056,248,0,0,74,0.0,4125,1,0.0,437,0.0,塞尔维亚
466,2020-06-07,11823,0,11348,249,0,0,82,0.0,292,1,0.0,226,0.0,塞尔维亚
467,2020-06-08,11896,0,11348,250,0,0,73,0.0,0,1,0.0,298,0.0,塞尔维亚
468,2020-06-09,11965,0,11348,250,0,0,69,0.0,0,0,0.0,367,0.0,塞尔维亚
469,2020-06-10,12031,0,11348,251,0,0,66,0.0,0,1,0.0,432,0.0,塞尔维亚
470,2020-06-11,12102,0,11348,252,0,0,71,0.0,0,1,0.0,502,0.0,塞尔维亚
471,2020-06-12,12175,0,11348,252,0,0,73,0.0,0,0,0.0,575,0.0,塞尔维亚
472,2020-06-13,12251,0,11348,253,0,0,76,0.0,0,1,0.0,650,0.0,塞尔维亚
473,2020-06-14,12310,0,11348,254,0,0,59,0.0,0,1,0.0,708,0.0,塞尔维亚
474,2020-06-17,12522,0,11697,257,0,0,212,,349,3,,568,0.0,塞尔维亚
475,2020-06-18,12616,0,11769,258,0,0,94,,72,1,,589,0.0,塞尔维亚
476,2020-06-19,12709,0,11822,259,0,0,93,,53,1,,628,0.0,塞尔维亚
477,2020-06-20,12803,0,11889,260,0,0,94,,67,1,,654,0.0,塞尔维亚
478,2020-06-21,12894,0,11947,261,0,0,91,,58,1,,686,0.0,塞尔维亚
479,2020-06-22,12990,0,11997,262,0,0,96,,50,1,,731,0.0,塞尔维亚
480,2020-06-23,13092,0,12054,263,0,0,102,,57,1,,775,0.0,塞尔维亚
481,2020-06-24,13235,0,12111,263,0,0,143,,57,0,,861,0.0,塞尔维亚
482,2020-06-25,13372,0,12154,264,0,0,137,,43,1,,954,0.0,塞尔维亚
483,2020-06-26,13565,0,12232,265,0,0,193,,78,1,,1068,0.0,塞尔维亚
484,2020-06-27,13792,0,12338,267,0,0,227,,106,2,,1187,0.0,塞尔维亚
485,2020-06-28,14046,0,12464,270,0,0,254,,126,3,,1312,0.0,塞尔维亚
486,2020-06-29,14288,0,12581,274,0,0,242,,117,4,,1433,0.0,塞尔维亚
487,2020-06-30,14564,0,12662,277,0,0,276,,81,3,,1625,0.0,塞尔维亚
488,2020-07-01,14836,0,12772,281,0,0,272,,110,4,,1783,0.0,塞尔维亚
489,2020-07-02,15195,0,12912,287,0,0,359,,140,6,,1996,0.0,塞尔维亚
490,2020-07-03,15504,0,13064,298,0,0,309,,152,11,,2142,0.0,塞尔维亚
491,2020-07-06,16420,0,13366,317,0,0,916,,302,19,,2737,0.0,塞尔维亚
492,2020-07-07,16719,0,13447,330,0,0,299,,81,13,,2942,0.0,塞尔维亚
493,2020-07-08,17076,0,13562,341,0,0,357,,115,11,,3173,0.0,塞尔维亚
494,2020-07-09,17342,0,13651,352,0,0,266,,89,11,,3339,0.0,塞尔维亚
495,2020-07-10,17728,0,13719,370,0,0,386,,68,18,,3639,0.0,塞尔维亚
496,2020-07-11,18073,0,13780,382,0,0,345,,61,12,,3911,0.0,塞尔维亚
497,2020-07-12,18360,0,13876,393,0,0,287,,96,11,,4091,0.0,塞尔维亚
498,2020-07-13,18639,0,13940,405,0,0,279,,64,12,,4294,0.0,塞尔维亚
499,2020-07-14,18983,0,13991,418,0,0,344,,51,13,,4574,0.0,塞尔维亚
500,2020-07-15,19334,0,14047,429,0,0,351,,56,11,,4858,0.0,塞尔维亚
501,2020-07-16,19334,0,14047,429,0,0,0,,0,0,,4858,0.0,塞尔维亚
502,2020-07-17,20109,0,14799,452,0,0,775,,752,23,,4858,0.0,塞尔维亚
503,2020-07-18,20498,0,15179,461,0,0,389,,380,9,,4858,0.0,塞尔维亚
504,2020-07-19,20894,0,15564,472,0,0,396,,385,11,,4858,0.0,塞尔维亚
505,2020-07-20,21253,0,15913,482,0,0,359,,349,10,,4858,0.0,塞尔维亚
506,2020-07-21,21605,0,0,491,0,0,352,,-15913,9,,21114,0.0,塞尔维亚
507,2020-07-22,22031,0,0,499,0,0,426,,0,8,,21532,0.0,塞尔维亚
508,2020-07-23,22443,0,0,508,0,0,412,,0,9,,21935,0.0,塞尔维亚
509,2020-07-24,22852,0,0,518,0,0,409,,0,10,,22334,0.0,塞尔维亚
510,2020-07-25,22852,0,0,518,0,0,0,,0,0,,22334,0.0,塞尔维亚
511,2020-07-26,23730,0,15913,534,0,0,878,,15913,16,,7283,0.0,塞尔维亚
512,2020-07-27,24141,0,15913,543,0,0,411,,0,9,,7685,0.0,塞尔维亚
513,2020-07-28,24520,0,0,551,0,0,379,,-15913,8,,23969,0.0,塞尔维亚
514,2020-07-29,24892,0,15913,558,0,0,372,,15913,7,,8421,0.0,塞尔维亚
515,2020-07-30,25213,0,15913,565,0,0,321,,0,7,,8735,0.0,塞尔维亚
516,2020-07-31,25552,0,15913,573,0,0,339,,0,8,,9066,0.0,塞尔维亚
517,2020-08-01,25882,0,15913,582,0,0,330,,0,9,,9387,0.0,塞尔维亚
518,2020-08-02,26193,0,0,590,0,0,311,,-15913,8,,25603,0.0,塞尔维亚
519,2020-08-03,26451,0,15913,598,0,0,258,,15913,8,,9940,0.0,塞尔维亚
520,2020-08-04,26738,0,0,605,0,0,287,,-15913,7,,26133,0.0,塞尔维亚
521,2020-08-05,27033,0,15913,614,0,0,295,,15913,9,,10506,0.0,塞尔维亚
522,2020-08-06,27332,0,15913,621,0,0,299,,0,7,,10798,0.0,塞尔维亚
523,2020-08-07,27608,0,15913,626,0,0,276,,0,5,,11069,0.0,塞尔维亚
524,2020-08-08,27863,0,15913,632,0,0,255,,0,6,,11318,0.0,塞尔维亚
525,2020-08-09,28099,0,15913,641,0,0,236,,0,9,,11545,0.0,塞尔维亚
526,2020-08-10,28262,0,15913,646,0,0,163,,0,5,,11703,0.0,塞尔维亚
527,2020-08-11,28497,0,15913,652,0,0,235,,0,6,,11932,0.0,塞尔维亚
528,2020-08-12,28751,0,15913,658,0,0,254,,0,6,,12180,0.0,塞尔维亚
529,2020-08-13,28998,0,15913,661,0,0,247,,0,3,,12424,0.0,塞尔维亚
530,2020-08-14,29233,0,15913,665,0,0,235,,0,4,,12655,0.0,塞尔维亚
531,2020-08-15,29471,0,15913,670,0,0,238,,0,5,,12888,0.0,塞尔维亚
532,2020-08-16,29682,0,15913,674,0,0,211,,0,4,,13095,0.0,塞尔维亚
533,2020-08-17,29782,0,15913,677,0,0,100,,0,3,,13192,0.0,塞尔维亚
534,2020-08-18,29890,0,15913,681,0,0,108,,0,4,,13296,0.0,塞尔维亚
535,2020-08-19,30048,0,15913,684,0,0,158,,0,3,,13451,0.0,塞尔维亚
536,2020-08-20,30209,0,15913,689,0,0,161,,0,5,,13607,0.0,塞尔维亚
537,2020-08-21,30378,0,0,692,0,0,169,,-15913,3,,29686,0.0,塞尔维亚
538,2020-08-22,30548,0,15913,695,0,0,170,,15913,3,,13940,0.0,塞尔维亚
539,2020-08-23,30657,0,15913,698,0,0,109,,0,3,,14046,0.0,塞尔维亚
540,2020-08-24,30714,0,15913,701,0,0,57,,0,3,,14100,0.0,塞尔维亚
541,2020-08-25,30820,0,15913,705,0,0,106,,0,4,,14202,0.0,塞尔维亚
542,2020-08-26,30974,0,15913,707,0,0,154,,0,2,,14354,0.0,塞尔维亚
543,2020-08-27,31099,0,15913,707,0,0,125,,0,0,,14479,0.0,塞尔维亚
544,2020-08-28,31207,0,15913,709,0,0,108,,0,2,,14585,0.0,塞尔维亚
545,2020-08-29,31282,0,15913,710,0,0,75,,0,1,,14659,0.0,塞尔维亚
546,2020-08-30,31365,0,15913,711,0,0,83,,0,1,,14741,0.0,塞尔维亚
547,2020-08-31,31406,0,15913,713,0,0,41,,0,2,,14780,0.0,塞尔维亚
548,2020-09-01,31482,0,15913,715,0,0,76,,0,2,,14854,0.0,塞尔维亚
549,2020-09-02,31581,0,0,716,0,0,99,,-15913,1,,30865,0.0,塞尔维亚
550,2020-09-03,31676,0,15913,718,0,0,95,,15913,2,,15045,0.0,塞尔维亚
551,2020-09-04,31772,0,15913,721,0,0,96,,0,3,,15138,0.0,塞尔维亚
552,2020-09-05,31849,0,15913,723,0,0,77,,0,2,,15213,0.0,塞尔维亚
553,2020-09-06,31905,0,15913,724,0,0,56,,0,1,,15268,0.0,塞尔维亚
554,2020-09-07,31941,0,15913,725,0,0,36,,0,1,,15303,0.0,塞尔维亚
555,2020-09-08,31994,0,15913,727,0,0,53,,0,2,,15354,0.0,塞尔维亚
556,2020-09-09,32078,0,15913,728,0,0,84,,0,1,,15437,0.0,塞尔维亚
557,2020-09-10,32136,0,15913,729,0,0,58,,0,1,,15494,0.0,塞尔维亚
558,2020-09-11,32228,0,15913,730,0,0,92,,0,1,,15585,0.0,塞尔维亚
559,2020-09-12,32300,0,15913,731,0,0,72,,0,1,,15656,0.0,塞尔维亚
560,2020-09-13,32408,0,15913,733,0,0,108,,0,2,,15762,0.0,塞尔维亚
561,2020-09-14,32437,0,15913,733,0,0,29,,0,0,,15791,0.0,塞尔维亚
562,2020-09-15,32511,0,15913,735,0,0,74,,0,2,,15863,0.0,塞尔维亚
563,2020-09-16,32613,0,15913,736,0,0,102,,0,1,,15964,0.0,塞尔维亚
564,2020-09-17,32695,0,15913,738,0,0,82,,0,2,,16044,0.0,塞尔维亚
565,2020-09-18,32757,0,15913,739,0,0,62,,0,1,,16105,0.0,塞尔维亚
566,2020-09-19,32840,0,15913,740,0,0,83,,0,1,,16187,0.0,塞尔维亚
567,2020-09-20,32908,0,15913,741,0,0,68,,0,1,,16254,0.0,塞尔维亚
568,2020-09-21,32938,0,15913,743,0,0,30,,0,2,,16282,0.0,塞尔维亚
569,2020-09-22,32999,0,15913,743,0,0,61,,0,0,,16343,0.0,塞尔维亚
570,2020-09-23,33080,0,15913,744,0,0,81,,0,1,,16423,0.0,塞尔维亚
571,2020-09-24,33163,0,15913,745,0,0,83,,0,1,,16505,0.0,塞尔维亚
572,2020-09-25,33238,0,15913,746,0,0,75,,0,1,,16579,0.0,塞尔维亚
573,2020-09-26,33312,0,0,746,0,0,74,,-15913,0,,32566,0.0,塞尔维亚
574,2020-09-27,33384,0,15913,747,0,0,72,,15913,1,,16724,0.0,塞尔维亚
575,2020-09-28,33384,0,15913,747,0,0,0,,0,0,,16724,0.0,塞尔维亚
576,2020-09-29,33479,0,15913,749,0,0,95,,0,2,,16817,0.0,塞尔维亚
577,2020-09-30,33551,0,15913,749,0,0,72,,0,0,,16889,0.0,塞尔维亚
578,2020-10-01,33662,0,15913,750,0,0,111,,0,1,,16999,0.0,塞尔维亚
579,2020-10-02,33735,0,15913,751,0,0,73,,0,1,,17071,0.0,塞尔维亚
580,2020-10-03,33842,0,15913,753,0,0,107,,0,2,,17176,0.0,塞尔维亚
581,2020-10-04,33901,0,15913,754,0,0,59,,0,1,,17234,0.0,塞尔维亚
582,2020-10-05,33952,0,15913,756,0,0,51,,0,2,,17283,0.0,塞尔维亚
583,2020-10-06,34072,0,15913,757,0,0,120,,0,1,,17402,0.0,塞尔维亚
584,2020-10-07,34193,0,15913,758,0,0,121,,0,1,,17522,0.0,塞尔维亚
585,2020-10-08,34344,0,15913,760,0,0,151,,0,2,,17671,0.0,塞尔维亚
586,2020-10-09,34517,0,15913,761,0,0,173,,0,1,,17843,0.0,塞尔维亚
587,2020-10-10,34685,0,15913,762,0,0,168,,0,1,,18010,0.0,塞尔维亚
588,2020-10-11,34787,0,15913,763,0,0,102,,0,1,,18111,0.0,塞尔维亚
589,2020-10-12,34854,0,15913,765,0,0,67,,0,2,,18176,0.0,塞尔维亚
590,2020-10-13,35006,0,15913,767,0,0,152,,0,2,,18326,0.0,塞尔维亚
591,2020-10-14,35251,0,15913,768,0,0,245,,0,1,,18570,0.0,塞尔维亚
592,2020-10-15,35454,0,15913,770,0,0,203,,0,2,,18771,0.0,塞尔维亚
593,2020-10-16,35719,0,15913,772,0,0,265,,0,2,,19034,0.0,塞尔维亚
594,2020-10-17,35946,0,15913,774,0,0,227,,0,2,,19259,0.0,塞尔维亚
595,2020-10-18,36160,0,15913,776,0,0,214,,0,2,,19471,0.0,塞尔维亚
596,2020-10-19,36282,0,15913,778,0,0,122,,0,2,,19591,0.0,塞尔维亚
597,2020-10-20,36608,0,15913,780,0,0,326,,0,2,,19915,0.0,塞尔维亚
